method,accuracy,tool
cosine,0.9835599114764464,numbat_cn
cosine,0.9781852671514385,numbat_cn
cosine,0.9904580152671756,numbat_cn
cosine,0.995882166613874,numbat_cn
cosine,0.9888888888888889,numbat_cn
cosine,0.9875954198473282,numbat_cn
cosine,0.9875954198473282,numbat_cn
cosine,0.9884652355014418,numbat_cn
cosine,0.9907878017789072,numbat_cn
cosine,0.9885750555379245,numbat_cn
cosine,0.9949044585987261,numbat_cn
cosine,0.9895271342430975,numbat_cn
cosine,0.9896226415094339,numbat_cn
cosine,0.9800126903553299,numbat_cn
cosine,0.9776927979604844,numbat_cn
cosine,0.9895931882686849,numbat_cn
cosine,0.9886435331230284,numbat_cn
cosine,0.9952380952380953,numbat_cn
cosine,0.9787705956907478,numbat_cn
cosine,0.9961977186311787,numbat_cn
cosine,0.885178117048346,numbat_cn
